product_id,product_name,brand,category,material,color,size_available,gender,season,price_usd,description,care_instructions
P0228,MekongBasics White Hoodie,MekongBasics,Hoodie,Cotton Blend,White,"XL, XS, S",Women,Spring,80.27,"Comfortable hoodie designed by MekongBasics, featuring soft cotton blend fabric and a relaxed fit.","Machine wash cold, tumble dry low."
P0229,LotusFashion Beige Shirt,LotusFashion,Shirt,Wool,Beige,"S, XS, XL, L",Unisex,All-season,119.25,This beige shirt from LotusFashion is made of wool and designed for everyday comfort.,Hand wash cold or dry clean only.
P0230,VietWear Black Sweater,VietWear,Sweater,Cotton Blend,Black,"XS, M, S",Women,Autumn,96.27,Modern sweater suitable for casual outings. Made with durable cotton blend material.,"Machine wash cold, tumble dry low."
P0231,SaigonStyle Green Jacket,SaigonStyle,Jacket,Polyester,Green,"M, L, XS, S",Unisex,Winter,96.89,This green jacket from SaigonStyle is made of polyester and designed for everyday comfort.,"Machine wash cold, quick dry, no ironing needed."
P0232,LotusFashion White Jeans,LotusFashion,Jeans,Denim,White,"XS, M, S, XL, L",Unisex,All-season,36.07,"Comfortable jeans designed by LotusFashion, featuring soft denim fabric and a relaxed fit.","Wash inside out with similar colors, avoid high heat."
P0233,SaigonStyle Brown Dress,SaigonStyle,Dress,Linen,Brown,"XS, L, M, XL, S",Women,Winter,70.55,"Comfortable dress designed by SaigonStyle, featuring soft linen fabric and a relaxed fit.","Hand wash recommended, air dry."
P0234,UrbanLeaf Blue Shirt,UrbanLeaf,Shirt,Linen,Blue,"L, S, M, XL",Unisex,Spring,12.33,"Comfortable shirt designed by UrbanLeaf, featuring soft linen fabric and a relaxed fit.","Hand wash recommended, air dry."
P0235,MekongBasics White Jacket,MekongBasics,Jacket,Polyester,White,"L, S, XS, M, XL",Unisex,Autumn,22.21,Modern jacket suitable for casual outings. Made with durable polyester material.,"Machine wash cold, quick dry, no ironing needed."
P0236,MekongBasics Green Skirt,MekongBasics,Skirt,Wool,Green,"M, XL, L, S",Unisex,All-season,62.35,"A stylish skirt crafted with wool fabric, offering breathable and lightweight wear.",Hand wash cold or dry clean only.
P0237,UrbanLeaf Black Shirt,UrbanLeaf,Shirt,Linen,Black,"XL, S, M",Men,Summer,21.58,Modern shirt suitable for casual outings. Made with durable linen material.,"Hand wash recommended, air dry."
P0238,LotusFashion Red Jeans,LotusFashion,Jeans,Cotton Blend,Red,"XL, XS, S, L",Men,All-season,21.34,This red jeans from LotusFashion is made of cotton blend and designed for everyday comfort.,"Machine wash cold, tumble dry low."
P0239,VietWear Brown Shirt,VietWear,Shirt,Cotton,Brown,"M, XL, L",Unisex,Winter,79.44,Modern shirt suitable for casual outings. Made with durable cotton material.,"Machine wash cold, do not bleach, tumble dry low."
P0240,UrbanLeaf Black Shirt,UrbanLeaf,Shirt,Linen,Black,"L, XS, XL, M, S",Women,Winter,35.61,"Comfortable shirt designed by UrbanLeaf, featuring soft linen fabric and a relaxed fit.","Hand wash recommended, air dry."
P0241,SaigonStyle Gray Hoodie,SaigonStyle,Hoodie,Polyester,Gray,"L, XS, XL, M, S",Men,Summer,94.03,"Comfortable hoodie designed by SaigonStyle, featuring soft polyester fabric and a relaxed fit.","Machine wash cold, quick dry, no ironing needed."
P0242,UrbanLeaf White Sweater,UrbanLeaf,Sweater,Linen,White,"M, S, XL, XS",Men,All-season,119.88,"Comfortable sweater designed by UrbanLeaf, featuring soft linen fabric and a relaxed fit.","Hand wash recommended, air dry."
P0243,MekongBasics Red Dress,MekongBasics,Dress,Polyester,Red,"M, S, XS",Women,All-season,80.15,"A stylish dress crafted with polyester fabric, offering breathable and lightweight wear.","Machine wash cold, quick dry, no ironing needed."
P0244,SaigonStyle White Shorts,SaigonStyle,Shorts,Cotton,White,"M, XS, L, XL, S",Men,Autumn,13.4,Modern shorts suitable for casual outings. Made with durable cotton material.,"Machine wash cold, do not bleach, tumble dry low."
P0245,UrbanLeaf Black Jacket,UrbanLeaf,Jacket,Polyester,Black,"L, XL, M",Unisex,All-season,30.34,"Comfortable jacket designed by UrbanLeaf, featuring soft polyester fabric and a relaxed fit.","Machine wash cold, quick dry, no ironing needed."
P0246,MekongBasics Red Sweater,MekongBasics,Sweater,Cotton,Red,"XL, XS, M, L, S",Women,All-season,64.8,"Comfortable sweater designed by MekongBasics, featuring soft cotton fabric and a relaxed fit.","Machine wash cold, do not bleach, tumble dry low."
P0247,LotusFashion Brown Shorts,LotusFashion,Shorts,Denim,Brown,"M, L, XL, S",Women,Summer,80.93,Modern shorts suitable for casual outings. Made with durable denim material.,"Wash inside out with similar colors, avoid high heat."
P0248,NorthWind Beige Shorts,NorthWind,Shorts,Denim,Beige,"S, M, XS, XL, L",Women,All-season,72.76,"A stylish shorts crafted with denim fabric, offering breathable and lightweight wear.","Wash inside out with similar colors, avoid high heat."
P0249,MekongBasics Green Shirt,MekongBasics,Shirt,Cotton,Green,"M, L, XL, S",Women,Summer,119.85,"A stylish shirt crafted with cotton fabric, offering breathable and lightweight wear.","Machine wash cold, do not bleach, tumble dry low."
P0250,LotusFashion Brown Jeans,LotusFashion,Jeans,Linen,Brown,"S, XL, XS, L, M",Women,Autumn,98.69,"A stylish jeans crafted with linen fabric, offering breathable and lightweight wear.","Hand wash recommended, air dry."
P0251,SaigonStyle Green Shirt,SaigonStyle,Shirt,Linen,Green,"XL, M, XS, L",Unisex,Spring,72.14,This green shirt from SaigonStyle is made of linen and designed for everyday comfort.,"Hand wash recommended, air dry."
P0252,MekongBasics Red Jeans,MekongBasics,Jeans,Linen,Red,"S, XL, M",Men,Winter,102.34,This red jeans from MekongBasics is made of linen and designed for everyday comfort.,"Hand wash recommended, air dry."
P0253,VietWear Black Sweater,VietWear,Sweater,Cotton Blend,Black,"L, XL, XS, M, S",Women,Autumn,41.15,This black sweater from VietWear is made of cotton blend and designed for everyday comfort.,"Machine wash cold, tumble dry low."
P0254,NorthWind Gray T-shirt,NorthWind,T-shirt,Linen,Gray,"S, XL, M, L, XS",Unisex,Spring,98.56,This gray t-shirt from NorthWind is made of linen and designed for everyday comfort.,"Hand wash recommended, air dry."
P0255,LotusFashion Black Sweater,LotusFashion,Sweater,Polyester,Black,"L, XL, XS",Women,All-season,33.39,Modern sweater suitable for casual outings. Made with durable polyester material.,"Machine wash cold, quick dry, no ironing needed."
P0256,LotusFashion Red Jeans,LotusFashion,Jeans,Denim,Red,"XL, XS, L",Women,Winter,77.74,"A stylish jeans crafted with denim fabric, offering breathable and lightweight wear.","Wash inside out with similar colors, avoid high heat."
P0257,LotusFashion White Hoodie,LotusFashion,Hoodie,Linen,White,"L, S, M, XS, XL",Unisex,All-season,72.02,This white hoodie from LotusFashion is made of linen and designed for everyday comfort.,"Hand wash recommended, air dry."
P0258,VietWear White Sweater,VietWear,Sweater,Wool,White,"XS, XL, S, L, M",Men,All-season,44.89,"Comfortable sweater designed by VietWear, featuring soft wool fabric and a relaxed fit.",Hand wash cold or dry clean only.
P0259,LotusFashion Blue Sweater,LotusFashion,Sweater,Wool,Blue,"L, S, M, XL, XS",Men,Autumn,19.47,This blue sweater from LotusFashion is made of wool and designed for everyday comfort.,Hand wash cold or dry clean only.
P0260,NorthWind Red Jeans,NorthWind,Jeans,Cotton,Red,"XL, L, S",Women,All-season,119.09,"Comfortable jeans designed by NorthWind, featuring soft cotton fabric and a relaxed fit.","Machine wash cold, do not bleach, tumble dry low."
P0261,MekongBasics Red Skirt,MekongBasics,Skirt,Wool,Red,"XL, L, XS, M",Unisex,Winter,32.24,Modern skirt suitable for casual outings. Made with durable wool material.,Hand wash cold or dry clean only.
P0262,NorthWind Green Jacket,NorthWind,Jacket,Cotton,Green,"XL, S, XS, L",Unisex,Winter,57.8,This green jacket from NorthWind is made of cotton and designed for everyday comfort.,"Machine wash cold, do not bleach, tumble dry low."
P0263,UrbanLeaf Brown Dress,UrbanLeaf,Dress,Linen,Brown,"S, L, M, XL, XS",Women,Summer,113.78,This brown dress from UrbanLeaf is made of linen and designed for everyday comfort.,"Hand wash recommended, air dry."
P0264,MekongBasics White T-shirt,MekongBasics,T-shirt,Linen,White,"XS, M, XL, S, L",Unisex,All-season,98.41,"A stylish t-shirt crafted with linen fabric, offering breathable and lightweight wear.","Hand wash recommended, air dry."
P0265,SaigonStyle Beige Sweater,SaigonStyle,Sweater,Polyester,Beige,"XS, L, XL, S",Women,Spring,58.36,"Comfortable sweater designed by SaigonStyle, featuring soft polyester fabric and a relaxed fit.","Machine wash cold, quick dry, no ironing needed."
P0266,UrbanLeaf Gray Hoodie,UrbanLeaf,Hoodie,Wool,Gray,"XL, M, S, L, XS",Women,All-season,61.48,"A stylish hoodie crafted with wool fabric, offering breathable and lightweight wear.",Hand wash cold or dry clean only.
P0267,NorthWind Black Shirt,NorthWind,Shirt,Cotton Blend,Black,"L, XS, M, XL",Women,Winter,101.68,This black shirt from NorthWind is made of cotton blend and designed for everyday comfort.,"Machine wash cold, tumble dry low."
P0268,VietWear Blue Shorts,VietWear,Shorts,Denim,Blue,"XL, L, M, XS",Unisex,Autumn,28.38,This blue shorts from VietWear is made of denim and designed for everyday comfort.,"Wash inside out with similar colors, avoid high heat."
P0269,VietWear Blue Skirt,VietWear,Skirt,Cotton,Blue,"XS, XL, S",Women,Winter,58.14,"A stylish skirt crafted with cotton fabric, offering breathable and lightweight wear.","Machine wash cold, do not bleach, tumble dry low."
P0270,UrbanLeaf Beige Jacket,UrbanLeaf,Jacket,Polyester,Beige,"XS, XL, S",Unisex,Winter,79.78,"A stylish jacket crafted with polyester fabric, offering breathable and lightweight wear.","Machine wash cold, quick dry, no ironing needed."
P0271,NorthWind Gray Skirt,NorthWind,Skirt,Cotton Blend,Gray,"L, M, XL",Men,Autumn,48.85,Modern skirt suitable for casual outings. Made with durable cotton blend material.,"Machine wash cold, tumble dry low."
P0272,UrbanLeaf Beige Jeans,UrbanLeaf,Jeans,Linen,Beige,"XL, L, S, M",Men,Summer,52.83,This beige jeans from UrbanLeaf is made of linen and designed for everyday comfort.,"Hand wash recommended, air dry."
P0273,VietWear Green Shorts,VietWear,Shorts,Linen,Green,"S, XL, XS, L",Men,Summer,34.43,"A stylish shorts crafted with linen fabric, offering breathable and lightweight wear.","Hand wash recommended, air dry."
P0274,SaigonStyle Brown Shorts,SaigonStyle,Shorts,Polyester,Brown,"XL, M, S, L, XS",Unisex,All-season,84.29,"Comfortable shorts designed by SaigonStyle, featuring soft polyester fabric and a relaxed fit.","Machine wash cold, quick dry, no ironing needed."
P0275,MekongBasics Blue Dress,MekongBasics,Dress,Cotton,Blue,"XL, S, M, L",Unisex,Autumn,47.37,This blue dress from MekongBasics is made of cotton and designed for everyday comfort.,"Machine wash cold, do not bleach, tumble dry low."
P0276,SaigonStyle Red Dress,SaigonStyle,Dress,Cotton,Red,"S, XL, XS, L, M",Men,Winter,105.4,Modern dress suitable for casual outings. Made with durable cotton material.,"Machine wash cold, do not bleach, tumble dry low."
P0277,SaigonStyle Blue Jacket,SaigonStyle,Jacket,Wool,Blue,"L, XL, XS, M",Unisex,Autumn,43.66,Modern jacket suitable for casual outings. Made with durable wool material.,Hand wash cold or dry clean only.
P0278,UrbanLeaf Black T-shirt,UrbanLeaf,T-shirt,Cotton,Black,"XS, M, XL",Men,Winter,102.75,This black t-shirt from UrbanLeaf is made of cotton and designed for everyday comfort.,"Machine wash cold, do not bleach, tumble dry low."
P0279,MekongBasics Red Shorts,MekongBasics,Shorts,Linen,Red,"M, L, XL, S, XS",Women,Summer,24.63,Modern shorts suitable for casual outings. Made with durable linen material.,"Hand wash recommended, air dry."
P0280,LotusFashion Brown Shorts,LotusFashion,Shorts,Polyester,Brown,"XS, XL, S, L",Unisex,All-season,30.36,Modern shorts suitable for casual outings. Made with durable polyester material.,"Machine wash cold, quick dry, no ironing needed."
P0281,LotusFashion Black Jacket,LotusFashion,Jacket,Wool,Black,"L, XL, S",Men,Spring,66.61,Modern jacket suitable for casual outings. Made with durable wool material.,Hand wash cold or dry clean only.
P0282,VietWear White Dress,VietWear,Dress,Denim,White,"XL, S, M, XS, L",Women,Spring,39.81,"A stylish dress crafted with denim fabric, offering breathable and lightweight wear.","Wash inside out with similar colors, avoid high heat."
P0283,MekongBasics Gray Skirt,MekongBasics,Skirt,Polyester,Gray,"M, L, XS",Women,Spring,70.54,"A stylish skirt crafted with polyester fabric, offering breathable and lightweight wear.","Machine wash cold, quick dry, no ironing needed."
P0284,SaigonStyle Blue T-shirt,SaigonStyle,T-shirt,Wool,Blue,"S, L, M, XL, XS",Unisex,Summer,70.62,"A stylish t-shirt crafted with wool fabric, offering breathable and lightweight wear.",Hand wash cold or dry clean only.
P0285,SaigonStyle Gray Shirt,SaigonStyle,Shirt,Linen,Gray,"M, L, XS, S, XL",Men,Spring,60.26,"A stylish shirt crafted with linen fabric, offering breathable and lightweight wear.","Hand wash recommended, air dry."
P0286,UrbanLeaf Black Dress,UrbanLeaf,Dress,Denim,Black,"M, S, XL",Unisex,Summer,36.66,Modern dress suitable for casual outings. Made with durable denim material.,"Wash inside out with similar colors, avoid high heat."
P0287,LotusFashion Blue Dress,LotusFashion,Dress,Cotton,Blue,"S, L, XL, M, XS",Women,Autumn,94.73,Modern dress suitable for casual outings. Made with durable cotton material.,"Machine wash cold, do not bleach, tumble dry low."
P0288,NorthWind Beige T-shirt,NorthWind,T-shirt,Wool,Beige,"XS, XL, S",Men,All-season,85.97,This beige t-shirt from NorthWind is made of wool and designed for everyday comfort.,Hand wash cold or dry clean only.
P0289,MekongBasics Green Jacket,MekongBasics,Jacket,Denim,Green,"M, XS, S",Women,Winter,118.95,"A stylish jacket crafted with denim fabric, offering breathable and lightweight wear.","Wash inside out with similar colors, avoid high heat."
P0290,NorthWind Blue Shorts,NorthWind,Shorts,Polyester,Blue,"XL, M, S, XS, L",Women,Spring,95.85,"A stylish shorts crafted with polyester fabric, offering breathable and lightweight wear.","Machine wash cold, quick dry, no ironing needed."
P0291,SaigonStyle Blue Skirt,SaigonStyle,Skirt,Wool,Blue,"S, M, L, XL, XS",Unisex,Spring,39.2,"A stylish skirt crafted with wool fabric, offering breathable and lightweight wear.",Hand wash cold or dry clean only.
P0292,LotusFashion Blue Jeans,LotusFashion,Jeans,Linen,Blue,"S, L, XS, M, XL",Men,Summer,74.62,This blue jeans from LotusFashion is made of linen and designed for everyday comfort.,"Hand wash recommended, air dry."
P0293,NorthWind Beige Shorts,NorthWind,Shorts,Wool,Beige,"S, XL, L, M",Women,Spring,39.23,Modern shorts suitable for casual outings. Made with durable wool material.,Hand wash cold or dry clean only.
P0294,VietWear Green Skirt,VietWear,Skirt,Denim,Green,"S, L, XL",Unisex,All-season,29.27,This green skirt from VietWear is made of denim and designed for everyday comfort.,"Wash inside out with similar colors, avoid high heat."
P0295,VietWear Gray Dress,VietWear,Dress,Denim,Gray,"XL, S, M, XS",Women,Summer,76.46,This gray dress from VietWear is made of denim and designed for everyday comfort.,"Wash inside out with similar colors, avoid high heat."
P0296,UrbanLeaf Gray Sweater,UrbanLeaf,Sweater,Denim,Gray,"XL, S, XS",Men,Spring,111.16,This gray sweater from UrbanLeaf is made of denim and designed for everyday comfort.,"Wash inside out with similar colors, avoid high heat."
P0297,VietWear Beige Hoodie,VietWear,Hoodie,Linen,Beige,"M, L, XL, S",Unisex,All-season,43.21,Modern hoodie suitable for casual outings. Made with durable linen material.,"Hand wash recommended, air dry."
P0298,NorthWind Beige Sweater,NorthWind,Sweater,Cotton Blend,Beige,"S, M, L",Women,Summer,67.37,Modern sweater suitable for casual outings. Made with durable cotton blend material.,"Machine wash cold, tumble dry low."
P0299,NorthWind Brown Sweater,NorthWind,Sweater,Polyester,Brown,"XS, S, M, L, XL",Unisex,Spring,20.49,"A stylish sweater crafted with polyester fabric, offering breathable and lightweight wear.","Machine wash cold, quick dry, no ironing needed."
P0300,SaigonStyle Gray Shirt,SaigonStyle,Shirt,Denim,Gray,"S, XL, XS, L",Men,Winter,115.36,"Comfortable shirt designed by SaigonStyle, featuring soft denim fabric and a relaxed fit.","Wash inside out with similar colors, avoid high heat."
P0301,SaigonStyle Beige Jeans,SaigonStyle,Jeans,Polyester,Beige,"L, M, S, XS, XL",Women,All-season,82.57,"Comfortable jeans designed by SaigonStyle, featuring soft polyester fabric and a relaxed fit.","Machine wash cold, quick dry, no ironing needed."
P0302,UrbanLeaf White Jacket,UrbanLeaf,Jacket,Cotton Blend,White,"L, XS, S, XL, M",Men,Autumn,46.56,Modern jacket suitable for casual outings. Made with durable cotton blend material.,"Machine wash cold, tumble dry low."
P0303,UrbanLeaf Beige Hoodie,UrbanLeaf,Hoodie,Cotton Blend,Beige,"S, L, M",Men,Spring,54.15,"A stylish hoodie crafted with cotton blend fabric, offering breathable and lightweight wear.","Machine wash cold, tumble dry low."
P0304,VietWear Brown Sweater,VietWear,Sweater,Denim,Brown,"L, XL, S",Women,Summer,35.45,"A stylish sweater crafted with denim fabric, offering breathable and lightweight wear.","Wash inside out with similar colors, avoid high heat."
P0305,SaigonStyle Blue Shorts,SaigonStyle,Shorts,Denim,Blue,"XS, S, XL, M, L",Unisex,All-season,18.71,"Comfortable shorts designed by SaigonStyle, featuring soft denim fabric and a relaxed fit.","Wash inside out with similar colors, avoid high heat."
P0306,LotusFashion Red Shorts,LotusFashion,Shorts,Cotton Blend,Red,"S, XS, XL, L",Unisex,Spring,96.56,This red shorts from LotusFashion is made of cotton blend and designed for everyday comfort.,"Machine wash cold, tumble dry low."
P0307,MekongBasics Black Jeans,MekongBasics,Jeans,Cotton,Black,"XL, L, M",Men,Summer,97.94,"Comfortable jeans designed by MekongBasics, featuring soft cotton fabric and a relaxed fit.","Machine wash cold, do not bleach, tumble dry low."
P0308,VietWear Gray Shirt,VietWear,Shirt,Polyester,Gray,"M, S, XL, XS, L",Men,Summer,67.39,"Comfortable shirt designed by VietWear, featuring soft polyester fabric and a relaxed fit.","Machine wash cold, quick dry, no ironing needed."
P0309,VietWear Beige Shirt,VietWear,Shirt,Cotton Blend,Beige,"XS, XL, S, L",Women,Spring,90.95,Modern shirt suitable for casual outings. Made with durable cotton blend material.,"Machine wash cold, tumble dry low."
P0310,UrbanLeaf Gray Sweater,UrbanLeaf,Sweater,Wool,Gray,"XL, S, XS, L",Unisex,Winter,44.88,"A stylish sweater crafted with wool fabric, offering breathable and lightweight wear.",Hand wash cold or dry clean only.
P0311,MekongBasics Blue Hoodie,MekongBasics,Hoodie,Cotton,Blue,"L, S, XL",Women,All-season,11.55,Modern hoodie suitable for casual outings. Made with durable cotton material.,"Machine wash cold, do not bleach, tumble dry low."
P0312,MekongBasics Green Hoodie,MekongBasics,Hoodie,Wool,Green,"XS, M, XL",Unisex,Autumn,45.39,"A stylish hoodie crafted with wool fabric, offering breathable and lightweight wear.",Hand wash cold or dry clean only.
P0313,SaigonStyle Red Jacket,SaigonStyle,Jacket,Cotton,Red,"L, S, M",Women,Winter,68.75,"A stylish jacket crafted with cotton fabric, offering breathable and lightweight wear.","Machine wash cold, do not bleach, tumble dry low."
P0314,MekongBasics Blue Jacket,MekongBasics,Jacket,Cotton,Blue,"L, XL, S, XS, M",Women,Winter,33.75,Modern jacket suitable for casual outings. Made with durable cotton material.,"Machine wash cold, do not bleach, tumble dry low."
P0315,SaigonStyle Brown Jeans,SaigonStyle,Jeans,Cotton,Brown,"L, XL, M, S",Women,All-season,103.2,"Comfortable jeans designed by SaigonStyle, featuring soft cotton fabric and a relaxed fit.","Machine wash cold, do not bleach, tumble dry low."
P0316,VietWear Green Sweater,VietWear,Sweater,Cotton,Green,"XL, L, S",Unisex,Summer,84.23,"Comfortable sweater designed by VietWear, featuring soft cotton fabric and a relaxed fit.","Machine wash cold, do not bleach, tumble dry low."
P0317,LotusFashion Gray Dress,LotusFashion,Dress,Cotton Blend,Gray,"M, XS, XL, L",Unisex,All-season,70.49,"A stylish dress crafted with cotton blend fabric, offering breathable and lightweight wear.","Machine wash cold, tumble dry low."
P0318,MekongBasics Red Hoodie,MekongBasics,Hoodie,Wool,Red,"XL, M, XS",Women,Spring,28.35,"Comfortable hoodie designed by MekongBasics, featuring soft wool fabric and a relaxed fit.",Hand wash cold or dry clean only.
P0319,UrbanLeaf Green Jacket,UrbanLeaf,Jacket,Wool,Green,"XL, M, L, S",Men,Spring,10.71,"Comfortable jacket designed by UrbanLeaf, featuring soft wool fabric and a relaxed fit.",Hand wash cold or dry clean only.
P0320,NorthWind Blue Jacket,NorthWind,Jacket,Wool,Blue,"S, XS, XL, M",Women,Spring,31.33,"A stylish jacket crafted with wool fabric, offering breathable and lightweight wear.",Hand wash cold or dry clean only.
P0321,MekongBasics Blue Dress,MekongBasics,Dress,Linen,Blue,"L, S, XL, XS",Unisex,Winter,86.6,This blue dress from MekongBasics is made of linen and designed for everyday comfort.,"Hand wash recommended, air dry."
P0322,NorthWind Red Jacket,NorthWind,Jacket,Wool,Red,"L, S, M",Men,Spring,116.04,This red jacket from NorthWind is made of wool and designed for everyday comfort.,Hand wash cold or dry clean only.
P0323,UrbanLeaf Gray Shirt,UrbanLeaf,Shirt,Cotton,Gray,"M, XL, S",Unisex,Autumn,68.58,Modern shirt suitable for casual outings. Made with durable cotton material.,"Machine wash cold, do not bleach, tumble dry low."
P0324,LotusFashion Blue Hoodie,LotusFashion,Hoodie,Cotton,Blue,"M, XL, S, XS, L",Women,Autumn,48.26,"A stylish hoodie crafted with cotton fabric, offering breathable and lightweight wear.","Machine wash cold, do not bleach, tumble dry low."
P0325,MekongBasics Blue Sweater,MekongBasics,Sweater,Cotton Blend,Blue,"S, M, L, XL, XS",Unisex,All-season,22.55,"Comfortable sweater designed by MekongBasics, featuring soft cotton blend fabric and a relaxed fit.","Machine wash cold, tumble dry low."
P0326,MekongBasics Green Jacket,MekongBasics,Jacket,Denim,Green,"XL, L, M, S",Men,All-season,20.88,Modern jacket suitable for casual outings. Made with durable denim material.,"Wash inside out with similar colors, avoid high heat."
P0327,UrbanLeaf Beige Shorts,UrbanLeaf,Shorts,Polyester,Beige,"S, M, XL, L, XS",Unisex,All-season,48.43,"A stylish shorts crafted with polyester fabric, offering breathable and lightweight wear.","Machine wash cold, quick dry, no ironing needed."
P0328,VietWear Green Shirt,VietWear,Shirt,Cotton,Green,"L, M, S",Unisex,Summer,92.55,This green shirt from VietWear is made of cotton and designed for everyday comfort.,"Machine wash cold, do not bleach, tumble dry low."
P0329,UrbanLeaf Red Jeans,UrbanLeaf,Jeans,Cotton Blend,Red,"XS, L, S, XL, M",Women,Winter,80.11,This red jeans from UrbanLeaf is made of cotton blend and designed for everyday comfort.,"Machine wash cold, tumble dry low."
P0330,SaigonStyle Red Dress,SaigonStyle,Dress,Polyester,Red,"L, XS, XL, S, M",Women,Summer,119.64,"A stylish dress crafted with polyester fabric, offering breathable and lightweight wear.","Machine wash cold, quick dry, no ironing needed."
P0331,VietWear Gray Hoodie,VietWear,Hoodie,Cotton Blend,Gray,"S, L, M, XS, XL",Unisex,Autumn,71.41,This gray hoodie from VietWear is made of cotton blend and designed for everyday comfort.,"Machine wash cold, tumble dry low."
P0332,VietWear Beige Hoodie,VietWear,Hoodie,Polyester,Beige,"XL, S, M, XS, L",Women,Winter,98.68,"A stylish hoodie crafted with polyester fabric, offering breathable and lightweight wear.","Machine wash cold, quick dry, no ironing needed."
P0333,NorthWind Beige Shorts,NorthWind,Shorts,Wool,Beige,"XS, S, L, M, XL",Men,Spring,114.45,This beige shorts from NorthWind is made of wool and designed for everyday comfort.,Hand wash cold or dry clean only.
P0334,NorthWind White Sweater,NorthWind,Sweater,Denim,White,"XS, L, XL",Unisex,Autumn,115.01,"A stylish sweater crafted with denim fabric, offering breathable and lightweight wear.","Wash inside out with similar colors, avoid high heat."
P0335,UrbanLeaf Blue Shirt,UrbanLeaf,Shirt,Polyester,Blue,"M, XS, XL",Unisex,All-season,98.94,"A stylish shirt crafted with polyester fabric, offering breathable and lightweight wear.","Machine wash cold, quick dry, no ironing needed."
P0336,VietWear Brown Skirt,VietWear,Skirt,Cotton Blend,Brown,"S, XL, XS, M",Women,All-season,82.38,"A stylish skirt crafted with cotton blend fabric, offering breathable and lightweight wear.","Machine wash cold, tumble dry low."
P0337,VietWear Beige Jeans,VietWear,Jeans,Denim,Beige,"L, S, M, XL, XS",Men,Winter,101.82,This beige jeans from VietWear is made of denim and designed for everyday comfort.,"Wash inside out with similar colors, avoid high heat."
P0338,LotusFashion Beige Dress,LotusFashion,Dress,Polyester,Beige,"XS, S, L, M, XL",Men,All-season,83.89,Modern dress suitable for casual outings. Made with durable polyester material.,"Machine wash cold, quick dry, no ironing needed."
P0339,LotusFashion Gray Dress,LotusFashion,Dress,Linen,Gray,"S, L, M, XS, XL",Men,Autumn,80.64,"Comfortable dress designed by LotusFashion, featuring soft linen fabric and a relaxed fit.","Hand wash recommended, air dry."
P0340,MekongBasics Red Jeans,MekongBasics,Jeans,Cotton Blend,Red,"XL, XS, S, L",Women,All-season,29.76,Modern jeans suitable for casual outings. Made with durable cotton blend material.,"Machine wash cold, tumble dry low."
P0341,VietWear Beige Hoodie,VietWear,Hoodie,Cotton,Beige,"L, S, XS, XL",Unisex,Spring,70.15,This beige hoodie from VietWear is made of cotton and designed for everyday comfort.,"Machine wash cold, do not bleach, tumble dry low."
P0342,LotusFashion Green Shorts,LotusFashion,Shorts,Denim,Green,"XL, XS, M, S, L",Unisex,Summer,75.59,This green shorts from LotusFashion is made of denim and designed for everyday comfort.,"Wash inside out with similar colors, avoid high heat."
P0343,UrbanLeaf Beige Jacket,UrbanLeaf,Jacket,Denim,Beige,"XS, XL, M, S, L",Men,Autumn,24.84,"Comfortable jacket designed by UrbanLeaf, featuring soft denim fabric and a relaxed fit.","Wash inside out with similar colors, avoid high heat."
P0344,MekongBasics Red T-shirt,MekongBasics,T-shirt,Polyester,Red,"M, S, XS, L",Unisex,Winter,75.96,Modern t-shirt suitable for casual outings. Made with durable polyester material.,"Machine wash cold, quick dry, no ironing needed."
P0345,LotusFashion Brown Dress,LotusFashion,Dress,Linen,Brown,"XS, L, M, XL",Men,All-season,47.41,Modern dress suitable for casual outings. Made with durable linen material.,"Hand wash recommended, air dry."
P0346,SaigonStyle Brown Sweater,SaigonStyle,Sweater,Cotton,Brown,"M, S, L",Women,Autumn,35.08,"A stylish sweater crafted with cotton fabric, offering breathable and lightweight wear.","Machine wash cold, do not bleach, tumble dry low."
P0347,NorthWind Blue Jacket,NorthWind,Jacket,Linen,Blue,"L, S, XS, M",Unisex,Autumn,116.02,"Comfortable jacket designed by NorthWind, featuring soft linen fabric and a relaxed fit.","Hand wash recommended, air dry."
P0348,LotusFashion Brown Hoodie,LotusFashion,Hoodie,Linen,Brown,"XS, L, S",Unisex,Winter,34.86,This brown hoodie from LotusFashion is made of linen and designed for everyday comfort.,"Hand wash recommended, air dry."
P0349,UrbanLeaf Beige Hoodie,UrbanLeaf,Hoodie,Polyester,Beige,"XS, L, S, M",Men,Winter,56.76,This beige hoodie from UrbanLeaf is made of polyester and designed for everyday comfort.,"Machine wash cold, quick dry, no ironing needed."
P0350,NorthWind White Skirt,NorthWind,Skirt,Wool,White,"M, S, XS",Men,All-season,18.99,"A stylish skirt crafted with wool fabric, offering breathable and lightweight wear.",Hand wash cold or dry clean only.
P0351,NorthWind Black Hoodie,NorthWind,Hoodie,Denim,Black,"L, XS, M",Women,Summer,32.28,"A stylish hoodie crafted with denim fabric, offering breathable and lightweight wear.","Wash inside out with similar colors, avoid high heat."
P0352,UrbanLeaf Brown Sweater,UrbanLeaf,Sweater,Cotton,Brown,"M, XL, XS, L",Women,Summer,46.9,This brown sweater from UrbanLeaf is made of cotton and designed for everyday comfort.,"Machine wash cold, do not bleach, tumble dry low."
